,date,price,level,levels,rooms,area,kitchen_area,geo_lat,geo_lon,building_type,object_type,postal_code,street_id,id_region,house_id
2442746,2021-03-29,3300000,5,5,3,56.0,0.0,57.1601487,65.4930658,4,0,625001.0,403731.0,72,944828.0
1251182,2021-02-20,3500000,5,5,3,58.0,-100.0,59.418755,56.796217,4,0,618400.0,,59,
10048841,2021-11-17,2374600,9,10,1,38.3,0.0,51.6718941,39.3118555,0,2,396336.0,,36,2616504.0
167619,2021-01-13,8000000,10,10,3,102.0,0.0,54.926032,73.415248,4,0,644030.0,521933.0,70,1388342.0
8271197,2021-09-24,9500000,12,16,2,67.0,15.0,45.049074,39.029454,0,0,350028.0,493872.0,23,1637095.0
5459255,2021-07-04,10000000,8,11,3,136.0,30.0,55.0177539,82.9300096,4,0,630007.0,581934.0,54,2216055.0
10008462,2021-11-16,24530000,3,5,2,43.2,17.7,55.7234996,37.6263111,0,0,115093.0,331059.0,77,1037179.0
8568441,2021-10-04,5400000,15,16,2,40.0,14.0,60.069423,30.448441,0,0,188669.0,348368.0,47,2060430.0
3470900,2021-04-28,4890000,13,25,2,51.4,15.6,56.8564963,60.5837044,0,0,620107.0,561253.0,66,1546901.0
9951713,2021-11-15,5550000,6,9,2,66.0,0.0,57.2007939,65.5555573,0,0,625043.0,162593.0,72,634457.0
7945522,2021-09-15,3150000,2,9,3,64.0,8.0,47.2260888,39.6303641,0,0,344103.0,126090.0,61,2448119.0
3428530,2021-04-27,4300000,10,10,2,78.9,12.7,51.64704,39.15662,4,0,394055.0,,36,
10441238,2021-11-29,11264000,3,3,-1,115.0,-100.0,55.3866584,36.7314777,0,2,143300.0,198784.0,50,1248142.0
8768635,2021-10-09,3550000,4,9,4,98.0,10.0,46.4004249,48.0849682,0,0,414032.0,428485.0,30,2807713.0
6991825,2021-08-18,1553640,5,24,-1,23.54,0.0,53.138392,50.178589,0,2,443085.0,,63,
10945381,2021-12-14,950000,1,2,1,21.0,6.0,55.577816,42.035954,0,0,602256.0,536448.0,33,1326048.0
8215774,2021-09-23,9341148,5,11,3,87.0,-100.0,43.5738698,39.7311536,0,0,354000.0,479472.0,23,2623275.0
7450016,2021-08-31,4970903,8,17,1,35.24,9.38,55.6186756,37.9588462,0,2,140000.0,,50,1541461.0
8753146,2021-10-09,7450000,9,12,-1,30.0,7.0,55.708668,37.401627,0,2,121353.0,348060.0,77,726231.0
8932338,2021-10-14,3250000,2,10,1,38.0,8.0,51.7169693,39.1874027,0,0,394053.0,299592.0,36,1523071.0
9643982,2021-11-05,1570000,4,5,2,45.2,6.0,55.145554,60.146664,4,0,456318.0,,74,
8007797,2021-09-17,14200000,24,25,1,86.0,12.0,55.888998,37.558436,0,0,127591.0,335439.0,77,2118121.0
9528879,2021-11-02,2166118,8,9,1,37.0,8.2,53.1950306,50.1069518,0,2,443000.0,,63,726323.0
8974899,2021-10-15,27000000,2,5,4,96.0,15.0,55.8025904,37.4677885,0,0,123098.0,407219.0,77,751709.0
6337658,2021-07-29,4400000,1,9,2,54.0,9.8,54.6857544,20.4804664,0,0,236005.0,,39,
11265707,2021-12-26,7500000,3,10,2,44.7,7.0,60.0219678,30.2290292,0,0,197373.0,482208.0,78,1023676.0
293066,2021-01-20,5770000,16,24,1,36.4,0.0,55.6761315,37.2490169,3,0,143009.0,390250.0,50,2613058.0
8677800,2021-10-06,790000,4,9,-1,12.0,12.0,56.029757,92.8335363,2,0,660075.0,507381.0,24,1811818.0
6295161,2021-07-28,5175700,2,19,2,71.1,0.0,55.1535455,61.276765,0,2,454003.0,339407.0,74,2733294.0
2259971,2021-03-24,16457904,12,14,2,73.16,25.6,60.0123425,30.0017939,0,2,197755.0,335187.0,78,2537251.0
1131960,2021-02-17,4250000,8,13,2,50.0,0.0,55.35408,86.14276,0,0,650023.0,,42,
4807378,2021-06-15,800000,2,3,1,39.0,9.0,55.0391416,74.5623869,0,0,646904.0,,55,
1027929,2021-02-15,3740000,5,25,1,32.5,8.5,59.9159394,30.4153694,3,2,193091.0,265751.0,78,766313.0
1034091,2021-02-15,4500000,2,12,3,78.0,12.5,45.01251,41.906606,4,0,355028.0,208473.0,26,1302135.0
5065383,2021-06-25,2556960,7,20,1,22.4,0.0,54.9442962,56.1242756,0,2,450903.0,196778.0,2,1808573.0
2082080,2021-03-18,2320000,14,18,-1,21.0,5.0,55.0983691,82.9413355,3,0,630020.0,201371.0,54,612906.0
415274,2021-01-26,7612837,14,15,2,45.0,9.7,55.4494138,36.9998774,0,2,,,77,1680732.0
6253219,2021-07-27,3640000,6,19,1,44.54,0.0,57.1529744,65.5344099,0,2,625000.0,,72,900613.0
5349872,2021-07-02,3600000,6,9,2,52.0,-100.0,54.2084468,37.6869301,2,0,300053.0,211912.0,71,1007389.0
4300609,2021-05-28,8253790,2,16,1,41.0,20.6,55.573561,37.5149066,3,2,108814.0,,77,2549184.0
11356549,2021-12-31,7350000,8,16,3,86.0,16.0,56.8669514,60.6060321,0,0,620091.0,,66,
6053812,2021-07-21,6887500,4,4,1,55.0,-100.0,54.714397,20.468859,0,2,236017.0,531940.0,39,1829708.0
7875158,2021-09-13,19001500,6,18,2,62.3,0.0,43.5854551,39.7231548,0,2,354000.0,,23,1357199.0
10531861,2021-12-01,5629000,2,14,3,86.6,0.0,54.3405844,38.2539998,0,2,301321.0,474640.0,71,1014654.0
1924217,2021-03-14,7700000,3,15,1,38.78,18.5,55.5529937,37.464911,0,0,108814.0,346307.0,77,1156059.0
5279261,2021-06-30,5300000,8,9,2,60.0,12.0,57.811412,28.263954,0,0,180025.0,,60,
8221356,2021-09-23,2700000,9,9,1,34.0,12.0,54.9411846,82.8927877,0,0,630088.0,,54,
1934529,2021-03-15,3350000,15,19,-1,26.0,6.0,55.7900787,49.2536389,0,2,420083.0,157122.0,16,1448913.0
5028361,2021-06-23,56640121,6,11,3,93.0,12.0,55.704473,37.514922,3,0,119192.0,281830.0,77,610000.0
2552986,2021-03-31,2600000,1,10,1,40.5,0.0,54.9846896,82.6841547,0,0,633100.0,410878.0,54,1481338.0
6970323,2021-08-18,2249459,15,17,1,40.9,13.4,51.5656969,39.1198088,2,2,394048.0,484206.0,36,2714673.0
883513,2021-02-10,3500000,2,9,1,33.0,8.3,56.2868512,44.0688531,2,0,603087.0,445801.0,52,969760.0
11179618,2021-12-22,3200000,4,5,2,43.8,0.0,54.511452,36.270117,2,0,248001.0,,40,
5485853,2021-07-05,147114000,3,6,3,133.7,0.0,55.741227,37.616782,5,2,119180.0,179195.0,77,1155989.0
252121,2021-01-18,14200000,1,8,2,46.0,8.0,55.67524,37.52792,2,0,119313.0,544886.0,77,2628375.0
2350512,2021-03-26,3500000,5,5,2,54.3,0.0,54.9660669,82.9171335,2,0,630024.0,277289.0,54,2508374.0
3500967,2021-04-29,8916000,5,5,2,80.44,20.1,54.7282425,20.4765547,0,2,236022.0,259690.0,39,848141.0
8950726,2021-10-14,1850000,8,9,1,33.3,5.5,56.8885134,53.2550195,0,0,426025.0,504959.0,18,1447953.0
7965238,2021-09-15,3828340,6,18,-1,24.23,0.0,60.044862,30.4571456,0,2,188662.0,,47,2375538.0
2028986,2021-03-17,4300000,9,21,2,64.0,14.0,44.9973386,39.0730117,4,0,350065.0,391869.0,23,1122094.0
1089152,2021-02-16,5643682,1,6,2,60.3,-100.0,55.481089,37.602763,3,2,142143.0,,50,2472881.0
10579217,2021-12-03,3850000,3,3,2,46.0,10.0,64.562876,39.849293,0,0,164521.0,,29,
10026562,2021-11-16,2091480,10,10,1,36.06,0.0,55.727065,37.741711,2,2,109052.0,,74,
11161276,2021-12-21,2980117,2,8,1,33.22,10.3,64.57394,39.841137,4,2,164500.0,,29,
5597120,2021-07-07,13500000,7,9,3,64.0,9.0,55.563661,37.58031,2,0,117216.0,220580.0,77,1295542.0
361308,2021-01-23,6780000,3,10,2,60.0,13.0,44.587273,33.43392,0,0,299014.0,,92,
5423633,2021-07-04,7300000,4,16,3,73.3,10.3,45.075018,38.974136,0,0,350090.0,159216.0,23,2251533.0
5829545,2021-07-14,4900000,8,13,1,38.0,0.0,62.029182,129.70755,0,0,677008.0,,14,
4865098,2021-06-17,2600000,1,9,4,80.0,8.0,54.5289679,52.8147338,1,0,423239.0,447782.0,16,2176496.0
11206168,2021-12-23,1690000,5,5,1,29.1,5.4,56.8669533,53.0869232,0,0,427027.0,,18,1626751.0
4810274,2021-06-15,3500000,2,9,3,97.0,14.0,56.2193352,95.7182947,4,0,663614.0,,24,2567655.0
9661762,2021-11-06,3250000,1,6,1,33.2,12.0,54.9829779,82.8711781,4,0,630054.0,,54,
2642414,2021-04-03,12300000,11,12,2,59.6,-100.0,59.9571363,30.3448939,3,2,194156.0,528681.0,78,1078778.0
10058818,2021-11-17,5200000,8,9,2,60.7,9.4,54.9705892,82.8330155,0,0,630045.0,496700.0,54,2302287.0
6476713,2021-08-03,6500000,3,5,3,75.0,8.4,59.6204456,30.3874709,2,0,188320.0,346437.0,47,2280810.0
261854,2021-01-18,2200000,2,5,1,24.0,4.0,56.0120635,92.8590424,4,0,660017.0,195782.0,24,1313263.0
525655,2021-01-30,6704800,11,16,2,49.3,0.0,55.7540471,37.620405,0,2,108818.0,,77,599491.0
388024,2021-01-24,1900000,2,5,2,44.0,6.0,50.4111954,36.8852359,2,0,309290.0,577343.0,31,2109869.0
6783600,2021-08-12,7550000,4,15,4,95.2,15.0,50.5793213,36.5874941,4,0,308012.0,316154.0,31,1847570.0
4705278,2021-06-11,2300000,5,7,2,43.1,6.0,48.7887222,44.5895988,0,0,400065.0,,34,
10220118,2021-11-22,5000000,12,16,1,49.0,12.0,55.7909138,49.2260428,0,0,420025.0,434535.0,16,818239.0
77228,2021-01-08,3000000,8,9,1,45.4,10.2,56.834908,60.6573,4,0,620078.0,570715.0,66,1490443.0
4896960,2021-06-18,13500000,21,25,4,180.0,0.0,55.1701955,61.3764003,4,0,454080.0,315921.0,74,1240911.0
140793,2021-01-12,3360000,5,5,1,37.0,10.0,57.184307,65.6237988,4,0,625029.0,173533.0,72,952474.0
1732985,2021-03-09,6692800,1,13,1,35.6,16.8,55.638429,37.652912,0,2,115477.0,,78,
2568956,2021-04-01,6020448,2,10,-1,29.3,0.0,56.9164657,32.164803,0,2,172796.0,,77,2127554.0
8328647,2021-09-27,4400000,9,9,-1,18.0,0.0,55.53235,37.637497,0,0,142702.0,507739.0,50,1580468.0
1853318,2021-03-12,2050000,2,2,3,64.0,8.0,56.9264013,65.5392961,4,0,625547.0,494234.0,72,1847945.0
11063717,2021-12-17,1050000,1,3,2,49.0,10.0,54.294381,40.106642,0,0,391191.0,,62,
8036955,2021-09-18,19594389,10,15,2,47.1,0.0,55.70128,37.642654,0,2,115280.0,293806.0,77,1703316.0
1955096,2021-03-15,2300,1,3,1,34.0,-100.0,53.5721794,58.6223837,5,0,453629.0,,74,1492425.0
5811695,2021-07-13,1980000,12,12,2,48.0,8.0,53.4704448,49.5935272,0,0,445000.0,,63,694262.0
5050671,2021-06-24,4920000,3,5,3,56.0,5.0,57.1765149,65.6394905,4,0,625015.0,577672.0,72,603534.0
1519596,2021-02-28,3300000,4,5,1,34.0,-100.0,43.7568309,39.5347071,2,0,354213.0,481377.0,23,1584437.0
10770519,2021-12-08,2100000,5,10,1,41.0,10.0,56.6511006,47.8340513,0,0,424019.0,229035.0,12,2111167.0
8769119,2021-10-09,8509000,5,9,2,71.0,21.7,55.8051117,49.2392504,0,2,420083.0,487351.0,16,2583568.0
3020513,2021-04-14,2250000,1,5,1,30.7,0.0,57.1308743,65.5792218,0,0,625035.0,,72,
185604,2021-01-14,9000000,10,10,4,150.0,35.0,56.2790105,43.9945291,2,0,603081.0,226179.0,52,2577807.0
10407281,2021-11-28,8700000,9,13,2,62.4,17.2,64.538925,40.52691,0,0,163046.0,,29,
10664344,2021-12-06,2990000,1,5,1,27.0,6.0,56.827636,60.545354,0,0,620131.0,,66,
1276238,2021-02-21,5000000,1,5,1,42.0,15.0,43.6146986,39.7184284,0,0,,440221.0,23,1535834.0
8528596,2021-10-02,1500000,3,5,3,56.0,6.0,59.760643,60.197662,0,0,624440.0,,66,
8444676,2021-09-30,4030000,5,5,2,55.0,9.0,56.0488417,92.9421554,2,0,660005.0,343251.0,24,674706.0
10704816,2021-12-07,3250000,3,4,3,54.0,6.0,53.511387,49.414436,0,0,445017.0,,63,
6161154,2021-07-24,2600000,5,5,1,31.0,0.0,58.0042034,56.210769,4,0,614068.0,501756.0,59,2196446.0
8187493,2021-09-22,2400000,7,10,1,40.0,10.0,53.614834,55.902294,0,0,453100.0,,2,
9662090,2021-11-06,3301320,22,24,1,40.0,-100.0,47.2416638,39.7775695,0,2,344030.0,,61,
2238395,2021-03-23,11200000,2,11,2,55.07,0.0,59.9939993,30.2560841,0,0,197374.0,418650.0,78,1510410.0
9612920,2021-11-04,1950000,8,17,1,19.4,5.0,54.9356729,82.8828527,0,0,630088.0,,54,
1816843,2021-03-11,2900000,8,17,1,40.3,12.8,45.0732804,38.9547994,4,0,350062.0,218376.0,23,937774.0
7151389,2021-08-23,3516654,13,13,1,18.4,0.0,59.990685,30.29552,0,2,197348.0,126361.0,78,2448932.0
10261644,2021-11-23,4600000,8,16,2,69.3,17.7,57.1429823,65.4789477,0,0,625025.0,,72,
8605451,2021-10-05,3357500,9,18,1,42.5,0.0,54.1920559,37.6153842,0,2,300000.0,,71,2582636.0
11174151,2021-12-22,5100000,5,9,2,63.0,8.9,52.021874,113.498087,0,0,672020.0,232642.0,75,2246794.0
493648,2021-01-29,5100000,5,5,1,34.0,0.0,66.0799404,76.6439212,2,0,629305.0,146024.0,72,1614498.0
5446716,2021-07-04,7610000,4,10,4,102.0,0.0,57.115984,65.496563,3,2,625032.0,222136.0,72,2312904.0
8988677,2021-10-16,3000000,2,8,-1,23.1,0.0,45.0471141,39.1185627,0,0,350055.0,544316.0,23,1097390.0
6602374,2021-08-06,4428000,12,22,1,36.9,9.7,45.0737147,38.9079734,0,2,350012.0,490507.0,23,1275584.0
8993221,2021-10-16,15700000,3,10,3,92.0,10.0,59.936927,30.494651,0,0,195298.0,316696.0,78,610690.0
8424184,2021-09-29,5600000,12,14,1,36.0,7.3,59.8259909,30.3911408,0,0,192283.0,144698.0,78,1979522.0
8513062,2021-10-02,4800000,1,9,3,55.0,7.0,56.3344234,37.5398095,0,0,141804.0,473190.0,50,2473583.0
4773630,2021-06-14,6589898,5,17,2,43.93,8.11,55.5639247,37.8255637,0,2,,,50,2266087.0
7243,2021-01-01,5193900,2,20,2,59.7,5.5,55.8026791,49.1763857,0,0,420061.0,500010.0,16,1370342.0
5177823,2021-06-29,3365400,6,24,1,47.4,11.1,44.9969315,39.0782204,0,0,350065.0,,23,
218891,2021-01-16,2450000,3,4,2,54.0,0.0,52.5444575,103.8911555,4,0,665830.0,,38,1878943.0
1222414,2021-02-19,10800000,8,16,1,34.2,9.3,55.6360213,37.5287267,2,0,117279.0,373019.0,77,1090131.0
7680285,2021-09-07,3600000,5,14,-1,23.0,0.0,60.034506,30.227923,0,2,,516443.0,78,1064258.0
4163628,2021-05-23,4147000,8,12,1,37.15,0.0,55.7006271,37.1995347,0,2,143033.0,,50,2000994.0
7204004,2021-08-25,11200000,2,3,3,92.0,-100.0,43.422546,39.9338787,0,0,354340.0,428809.0,23,1607475.0
9998339,2021-11-16,18603540,2,6,1,73.4,21.0,55.786264,49.117405,0,0,420111.0,470277.0,16,2134686.0
2811779,2021-04-07,4600000,10,17,1,41.9,9.3,55.04059,82.974205,0,0,630089.0,,54,
2440927,2021-03-29,3289300,16,25,1,51.8,14.49,57.5951255,39.8627476,3,2,150030.0,161356.0,76,2482069.0
486590,2021-01-28,7850000,20,25,4,102.2,20.3,55.9851122,37.1044417,3,0,141551.0,381839.0,50,1513246.0
5012488,2021-06-23,5120000,9,9,2,52.7,10.6,54.666,20.508677,0,0,236044.0,435327.0,39,1626543.0
10249674,2021-11-23,5400000,4,17,2,65.0,12.0,51.712971,39.153952,0,0,394077.0,,36,
6762969,2021-08-12,3430000,5,16,1,30.0,0.0,57.1068211,65.5691652,3,0,625033.0,451699.0,72,1569658.0
1090892,2021-02-16,9500000,5,12,1,35.0,10.0,55.724612,37.5241568,0,0,119285.0,413195.0,77,843939.0
9251448,2021-10-24,15753790,14,17,2,67.7,24.5,55.721012,37.784103,0,2,109428.0,208652.0,77,697981.0
6667442,2021-08-09,2068000,7,20,1,26.4,0.0,56.852738,53.2114896,0,2,426000.0,,18,1709740.0
6470558,2021-08-03,3990000,5,8,3,73.0,0.0,55.448199,65.349823,0,2,640002.0,,45,
2035421,2021-03-17,5190000,2,8,1,45.2,19.1,59.833059,30.173737,3,2,198264.0,324805.0,78,1398154.0
635230,2021-02-02,9000000,8,17,3,98.0,9.0,55.9490782,37.333308,3,0,141431.0,433325.0,50,1840117.0
8243724,2021-09-24,1750000,3,3,1,39.0,6.0,57.807959,40.913276,0,0,156003.0,,44,
9165342,2021-10-21,4400000,4,10,4,80.4,9.0,55.3071906,86.0933312,0,0,650040.0,574565.0,42,2798641.0
5556419,2021-07-05,8190000,7,9,2,82.0,27.0,57.0934188,65.6399166,4,0,625053.0,211559.0,72,1281717.0
5204763,2021-06-30,1450000,17,18,-1,26.0,0.0,52.331736,104.199848,0,2,664013.0,,38,
3955290,2021-05-17,2800000,2,5,2,44.0,6.0,55.5800597,39.5365557,4,0,140700.0,,50,
5421790,2021-07-04,3800000,1,4,-1,53.1,21.2,55.1173091,82.8903644,4,0,630123.0,243751.0,54,2438679.0
5186404,2021-06-29,3802550,17,19,1,29.9,8.8,45.0855531,39.0446268,0,2,350073.0,,23,1467740.0
8265233,2021-09-24,1250000,5,5,1,29.0,6.1,53.1021337,91.4033101,0,0,655602.0,,19,987649.0
9295635,2021-10-25,3750000,6,9,-1,20.0,0.0,55.533746,37.643938,0,0,142702.0,212434.0,50,2370377.0
6554949,2021-08-05,2100000,1,4,2,42.0,6.0,57.635677,39.82176,0,0,150031.0,,76,
11353424,2021-12-31,3447131,10,12,1,34.13,11.5,64.5265334,40.6061317,3,2,163009.0,390838.0,29,1693207.0
6867942,2021-08-15,5320000,7,9,2,66.0,12.4,45.0855531,39.0446268,0,2,350073.0,,23,1467740.0
8274060,2021-09-24,1500000,5,5,2,47.0,7.0,57.342861,28.343051,0,0,181350.0,,60,
9512023,2021-11-01,12500000,1,5,2,43.4,6.0,55.808674,37.531666,0,0,125315.0,361740.0,77,2385241.0
3415314,2021-04-27,2624300,8,16,1,37.49,10.4,45.0401604,38.9759647,0,2,,245475.0,23,1303776.0
4888702,2021-06-18,6600000,5,5,3,96.0,0.0,51.8120332,107.5970702,0,0,670031.0,,3,
11010678,2021-12-15,6200000,1,5,3,58.0,0.0,55.0419863,82.9448251,0,0,630112.0,,54,
1436029,2021-02-26,8000000,7,7,1,42.0,11.0,55.9187689,37.7482776,0,0,141006.0,335954.0,50,2639641.0
3979991,2021-05-17,3600000,4,9,3,63.0,0.0,51.5650302,46.0173407,0,0,410010.0,,64,
11313544,2021-12-28,48000000,27,34,3,121.0,20.0,55.8070493,37.5459108,0,0,125319.0,371316.0,77,1771769.0
2804743,2021-04-07,2783490,12,22,1,45.26,0.0,55.1602624,61.4008078,0,2,454000.0,,74,1606823.0
6278154,2021-07-28,6000000,3,15,-1,25.0,0.0,55.540822,37.45504,0,0,108803.0,,77,
7886435,2021-09-13,3300000,6,20,1,33.6,0.0,56.8663856,60.6106643,0,2,620091.0,540734.0,66,1654993.0
4616685,2021-06-08,2360000,5,5,1,33.0,6.8,52.0340142,113.4994,4,0,672038.0,226886.0,75,607668.0
3236331,2021-04-21,3440000,5,5,3,58.0,6.0,55.7450195,52.4144496,2,0,423810.0,395891.0,16,1528900.0
3665544,2021-05-06,2350000,8,9,3,66.0,9.0,53.3653116,59.0012627,2,0,455021.0,224540.0,74,2658010.0
5098556,2021-06-26,2565000,4,9,2,51.0,0.0,55.1877356,61.2893352,2,0,454100.0,175488.0,74,1186441.0
2070707,2021-03-18,22100000,6,6,4,116.0,12.0,59.9334886,30.3777345,0,0,191144.0,465263.0,78,2691793.0
395083,2021-01-25,3800000,11,18,-1,26.52,3.58,55.064591,82.907197,1,2,630005.0,371897.0,54,1536377.0
1948184,2021-03-15,3899000,10,11,2,48.0,10.0,54.69084,55.971501,0,0,450074.0,,2,
11100984,2021-12-20,3500000,1,5,3,62.9,7.5,50.785744,37.867115,0,0,309642.0,,31,
9661775,2021-11-06,16200000,5,5,2,45.6,5.5,55.7874529,37.571115,0,0,125040.0,239175.0,77,674497.0
4387786,2021-05-31,1150000,2,2,2,40.0,6.0,53.380046,60.965182,4,0,457200.0,,74,
4285487,2021-05-27,5300000,4,22,1,31.0,-100.0,60.050821,30.434239,2,0,188678.0,478891.0,47,1393136.0
4759438,2021-06-14,1820000,11,17,1,39.0,10.6,45.0855531,39.0446268,3,2,350073.0,,23,1467740.0
11142844,2021-12-21,2675000,5,5,1,31.0,6.3,56.8653393,60.52837,2,0,620090.0,413692.0,66,642744.0
2758404,2021-04-06,3470000,2,17,-1,23.7,-100.0,55.6683199,37.8579996,3,0,140055.0,378078.0,50,1659479.0
7155808,2021-08-24,1650000,3,4,2,52.0,-100.0,45.5975383,38.9129298,0,0,352705.0,,23,1393729.0
3939102,2021-05-16,3499000,2,8,1,44.5,12.0,57.6062262,39.8177415,0,0,150029.0,374312.0,76,2329564.0
3876958,2021-05-14,4825000,7,20,3,104.0,27.0,54.615402,39.787525,2,0,390037.0,587319.0,62,2819683.0
8636113,2021-10-05,18700000,9,9,2,53.0,8.0,55.808078,37.495716,0,0,125080.0,222437.0,77,2232917.0
8535927,2021-10-03,2750000,12,14,1,38.0,9.0,52.77116,41.398445,0,0,392019.0,,68,
4275876,2021-05-27,2600000,8,8,1,30.0,0.0,57.116703,65.5715813,2,0,625016.0,450441.0,72,2476718.0
4426262,2021-06-01,16300000,30,46,1,40.0,9.0,55.7508496,37.5269332,3,0,123290.0,381722.0,50,2774524.0
5834951,2021-07-14,1950000,5,9,2,33.0,-100.0,53.236297,50.274601,0,0,443051.0,,63,
2349755,2021-03-26,14747500,12,14,3,81.8,10.9,55.82352,37.51273,5,0,125130.0,483514.0,77,2566907.0
317342,2021-01-21,8068680,3,3,3,72.3,0.0,60.0814728,30.3054977,0,0,194362.0,359885.0,78,878510.0
4719557,2021-06-12,1750000,2,3,2,35.3,6.0,54.940861,83.0086633,0,0,630066.0,,54,
6284732,2021-07-28,3700000,8,9,3,81.7,0.0,57.765431,40.956997,2,0,156005.0,,44,
5326302,2021-07-01,2450000,4,9,3,62.0,8.0,56.113512,47.454349,2,0,429965.0,325004.0,21,2642226.0
3096705,2021-04-17,4930200,25,25,2,59.4,14.1,56.8385216,60.6054911,0,2,620000.0,141737.0,66,2306642.0
1384752,2021-02-25,4489000,6,21,1,50.9,0.0,51.6593332,39.1969229,0,2,394000.0,,36,980206.0
11151743,2021-12-21,22000000,4,18,3,115.0,20.6,59.901197,30.430718,0,0,192029.0,,78,
8253488,2021-09-24,1150000,3,5,2,50.9,0.0,55.997303,60.657856,0,0,456825.0,,74,
3213456,2021-04-21,3350000,4,5,3,80.0,10.0,44.02957,43.051365,4,0,357502.0,,26,
9103470,2021-10-19,8810000,3,4,-1,27.0,0.0,43.6146986,39.7184284,0,0,354008.0,440221.0,23,1574043.0
799178,2021-02-08,1500000,2,5,2,44.8,0.0,55.2672028,61.3970181,5,0,454047.0,383004.0,74,2232176.0
8760168,2021-10-09,2611000,5,21,1,47.0,16.0,44.996278,39.0681,0,0,350065.0,270315.0,23,726369.0
8918659,2021-10-14,4100000,6,9,1,46.0,12.3,54.721468,20.352833,0,0,236013.0,,39,
1395684,2021-02-25,2200000,2,2,3,67.4,-100.0,52.942937,36.058699,4,0,302016.0,,57,
2733267,2021-04-05,9616000,23,24,3,120.2,25.7,51.697388,39.22548,0,2,394043.0,476496.0,36,1578633.0
3093519,2021-04-17,980000,1,2,2,45.0,11.0,51.5388274,46.0316691,0,0,410012.0,,64,
1512409,2021-02-28,2586000,6,16,1,35.9,9.0,54.6753198,20.5065265,3,2,236011.0,270620.0,39,771934.0
9453446,2021-10-30,8500000,9,10,2,90.2,13.9,52.0471307,113.5115064,0,0,672027.0,552322.0,75,1051256.0
10223691,2021-11-22,4422720,1,25,1,40.8,0.0,47.245329,39.701206,0,2,344038.0,203005.0,61,1816091.0
4181929,2021-05-24,3800000,25,26,1,37.0,8.5,54.7283151,55.9675107,3,2,452000.0,282790.0,2,1348028.0
4519877,2021-06-04,3200000,3,5,2,52.9,6.4,47.4228637,40.093593,0,0,,,61,
2103748,2021-03-19,3124200,2,20,2,46.0,0.0,55.98228,92.888235,0,2,,254718.0,24,1878336.0
6724738,2021-08-11,6390000,3,3,4,110.2,0.0,55.106165,61.250577,4,2,456518.0,476498.0,74,1723833.0
2780092,2021-04-07,1430000,3,5,2,44.0,6.5,51.608884,45.9844788,0,0,410064.0,,64,
5332648,2021-07-01,4703000,9,25,2,62.7,11.9,58.0102583,56.2342034,3,2,614014.0,516490.0,59,1728829.0
5189864,2021-06-29,3450000,3,9,1,39.2,12.0,55.028191,82.9211489,1,0,630027.0,133794.0,54,1384096.0
6622081,2021-08-07,4500000,7,18,1,40.0,16.8,56.7939447,60.6475261,0,0,620076.0,478311.0,66,1915268.0
7864554,2021-09-13,6440000,2,9,3,73.1,8.5,56.863749,60.544725,4,0,620090.0,300493.0,66,1857103.0
1454192,2021-02-26,1400000,2,2,2,55.0,-100.0,55.8217591,49.691362,4,0,422780.0,181346.0,16,1730049.0
1220443,2021-02-19,2270000,8,16,-1,35.27,5.1,61.7656198,34.3785171,0,2,,,10,1179240.0
4448760,2021-06-02,4300000,2,25,2,50.0,0.0,56.026564,92.897101,0,0,660020.0,571714.0,24,1084402.0
6379722,2021-07-31,5300000,21,24,1,39.2,11.4,59.8640232,30.5052512,0,0,193149.0,558214.0,78,1676109.0
2860402,2021-04-09,13000000,3,5,3,80.0,12.0,43.596672,39.736244,4,0,354057.0,517653.0,23,1187454.0
6559026,2021-08-05,1950000,3,3,2,32.0,5.0,54.67144,20.482738,0,0,236005.0,,39,
10111440,2021-11-19,5900000,17,19,3,58.0,20.0,47.228242,39.5940428,0,0,344049.0,,61,
10531908,2021-12-01,2850000,1,5,2,44.0,6.0,51.2878151,37.8069008,0,0,309504.0,251487.0,31,1484059.0
11169326,2021-12-22,4000000,1,10,3,65.9,9.0,54.8977387,52.2589346,0,0,423455.0,330224.0,16,1933839.0
9820115,2021-11-10,3700000,4,13,-1,22.0,-100.0,60.04284,30.463812,0,2,188662.0,,47,
7578170,2021-09-03,2350000,4,4,2,43.3,0.0,56.6745083,66.3085597,0,0,627013.0,327360.0,72,1172445.0
532766,2021-01-30,8600000,5,5,2,65.5,30.0,59.9581424,30.4112594,0,0,195027.0,244978.0,78,741812.0
6456701,2021-08-03,2335000,3,4,1,14.0,3.0,43.5902122,39.755271,0,0,354002.0,458099.0,23,733657.0
117871,2021-01-11,3900000,8,10,3,68.5,10.0,54.742008,20.499905,0,0,,,39,
2748971,2021-04-06,950000,1,1,1,25.0,-100.0,47.4125273,38.9222694,5,0,346830.0,174714.0,61,658009.0
2944551,2021-04-12,2284000,6,10,1,44.8,-100.0,53.2419535,34.3652146,4,0,241001.0,,32,
5433946,2021-07-04,5650000,4,16,3,96.05,21.1,57.1429823,65.4789477,0,0,625025.0,132609.0,72,1373028.0
8880217,2021-10-13,9913964,9,29,2,50.0,0.0,55.813592,37.741037,0,2,107370.0,,77,
8007926,2021-09-17,3390000,1,8,2,48.0,7.5,53.1952301,50.1634763,0,0,443093.0,168153.0,63,2320219.0
6131699,2021-07-23,2790000,7,9,2,50.0,6.0,55.6869442,52.3016915,2,0,423800.0,528419.0,16,2479988.0
